"","self.time.r38824ae","self.time.rf09bcd7","self.time.r4ea4356","self.time.rab3e84e","self.time.r5c98a1f","self.pct.r38824ae","self.pct.rf09bcd7","self.pct.r4ea4356","self.pct.rab3e84e","self.pct.r5c98a1f","total.time.r38824ae","total.time.rf09bcd7","total.time.r4ea4356","total.time.rab3e84e","total.time.r5c98a1f","total.pct.r38824ae","total.pct.rf09bcd7","total.pct.r4ea4356","total.pct.rab3e84e","total.pct.r5c98a1f","mem.total.r38824ae","mem.total.rf09bcd7","mem.total.r4ea4356","mem.total.rab3e84e","mem.total.r5c98a1f","samples.r38824ae","samples.rf09bcd7","samples.r4ea4356","samples.rab3e84e","samples.r5c98a1f"
"GrahamDB-selac-4ea4356/R/selac.R#3576#""sum"".ecoliFASTHMMTEST_selac_UNREST_lognormal",2.96764705882353,5.98333333333333,5.73333333333333,0,0,2.71764705882353,3.95666666666667,0.830833333333333,0,0,2.96764705882353,5.98333333333333,5.73333333333333,0,0,2.71764705882353,3.95666666666667,0.830833333333333,0,0,585.576470588235,1163.83333333333,1245.45833333333,0,0,17,6,12,18,12
"expm/R/expm_vec.R#80#""sum"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0,0,0,5.85277777777778,0,0,0,0,0.86,0,0,0,0,5.85555555555556,0,0,0,0,0.860555555555556,0,0,0,0,1317.05555555556,0,17,6,12,18,12
"GrahamDB-selac-4ea4356/R/selac.R#3599#""internal_expm"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0,0,0.754166666666667,0,0,0,0,0.111666666666667,0,0,0,0,5.91666666666667,0,0,0,0,0.855833333333333,0,0,0,0,1456.59166666667,0,0,17,6,12,18,12
"""new"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.0264705882352941,0.0583333333333333,0,0,0,0.0241176470588235,0.0383333333333333,0,0,0,1.56764705882353,4.38333333333333,0,0,0,1.43470588235294,2.90166666666667,0,0,0,330.005882352941,853.216666666667,0,0,0,17,6,12,18,12
"""initialize"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.15,0.166666666666667,0,0,0,0.137058823529412,0.108333333333333,0,0,0,3.83529411764706,5.40833333333333,0,0,0,3.49882352941176,3.57,0,0,0,796.552941176471,972.366666666667,0,0,0,17,6,12,18,12
"""*"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.0411764705882353,0.141666666666667,0,0,0,0.0382352941176471,0.0916666666666667,0,0,0,1.91764705882353,4.45833333333333,0,0,0,1.76176470588235,2.935,0,0,0,405.547058823529,793.766666666667,0,0,0,17,6,12,18,12
"GrahamDB-selac-2a88b49/R/selac.R#3780#""as.vector"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.376470588235294,0,0,0,0,0.343529411764706,0,0,0,0,6.16176470588235,0,0,0,0,5.65176470588235,0,0,0,0,1303.15294117647,0,0,0,0,17,6,12,18,12
"GrahamDB-selac-f09bcd7/R/selac.R#3597#""internal_expm"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.385294117647059,0.741666666666667,0,0,0,0.353529411764706,0.491666666666667,0,0,0,2.25,5.38333333333333,0,0,0,2.06352941176471,3.55166666666667,0,0,0,435.129411764706,1173.88333333333,0,0,0,17,6,12,18,12
"""callNextMethod"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.147058823529412,0.241666666666667,0,0,0,0.131764705882353,0.161666666666667,0,0,0,3.19411764705882,4.775,0,0,0,2.88823529411765,3.15166666666667,0,0,0,655.070588235294,856.466666666667,0,0,0,17,6,12,18,12
"GrahamDB-selac-4ea4356/R/selac.R#3592#""*"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.0176470588235294,0.0333333333333333,0,0,0,0.0164705882352941,0.0216666666666667,0,0,0,0.741176470588235,2.575,0,0,0,0.684705882352941,1.71166666666667,0,0,0,127.905882352941,520.95,0,0,0,17,6,12,18,12
"GrahamDB-selac-4ea4356/R/selac.R#3576#""<GC>"".ecoliFASTHMMTEST_selac_UNREST_lognormal",2.21470588235294,3.81666666666667,4.25,0,0,2.03823529411765,2.515,0.615833333333333,0,0,2.21470588235294,3.81666666666667,4.25,0,0,2.03823529411765,2.515,0.615833333333333,0,0,1388.14117647059,2629.16666666667,939.891666666667,0,0,17,6,12,18,12
"GrahamDB-selac-4ea4356/R/selac.R#3577#""<GC>"".ecoliFASTHMMTEST_selac_UNREST_lognormal",1.98235294117647,4.29166666666667,4.41666666666667,0,0,1.81647058823529,2.82666666666667,0.64,0,0,1.98235294117647,4.29166666666667,4.41666666666667,0,0,1.81647058823529,2.82666666666667,0.64,0,0,1330.88823529412,2585,961.275,0,0,17,6,12,18,12
"GrahamDB-selac-2a88b49/R/selac.R#3780#""%*%"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.0294117647058824,0,0,0,0,0.0258823529411765,0,0,0,0,2.61470588235294,0,0,0,0,2.37352941176471,0,0,0,0,527.176470588235,0,0,0,0,17,6,12,18,12
""".nextMethod"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.176470588235294,0.341666666666667,0,0,0,0.160588235294118,0.225,0,0,0,2.70882352941176,3.86666666666667,0,0,0,2.48,2.55,0,0,0,554.435294117647,685.483333333333,0,0,0,17,6,12,18,12
"""validObject"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.302941176470588,0.391666666666667,0,0,0,0.275294117647059,0.256666666666667,0,0,0,2.11176470588235,3.11666666666667,0,0,0,1.93705882352941,2.05666666666667,0,0,0,441.705882352941,519.033333333333,0,0,0,17,6,12,18,12
"GrahamDB-selac-4ea4356/R/selac.R#3632#""as.vector"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.544117647058823,1.19166666666667,1.35,0,0,0.5,0.793333333333333,0.194166666666667,0,0,0.826470588235294,1.75,1.89166666666667,0,0,0.757058823529412,1.16333333333333,0.275,0,0,172.029411764706,371.916666666667,445.458333333333,0,0,17,6,12,18,12
"""as"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.141176470588235,0.175,0,0,0,0.13,0.113333333333333,0,0,0,1.22941176470588,1.93333333333333,0,0,0,1.13235294117647,1.27666666666667,0,0,0,246.935294117647,367.45,0,0,0,17,6,12,18,12
""".classEnv"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.335294117647059,0.35,0,0,0,0.311764705882353,0.235,0,0,0,1.25588235294118,1.65,0,0,0,1.15647058823529,1.09666666666667,0,0,0,253.541176470588,227.566666666667,0,0,0,17,6,12,18,12
"""getClassDef"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.385294117647059,0.633333333333333,0.0125,0.0138888888888889,0,0.355294117647059,0.418333333333333,0.0025,0.00277777777777778,0,1.04117647058824,1.5,0.0208333333333333,0.025,0,0.962941176470588,0.993333333333333,0.00333333333333333,0.00388888888888889,0,176.782352941176,270.616666666667,5.50833333333333,6.4,0,17,6,12,18,12
"""rowSums"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.0294117647058824,0.025,0,0,0,0.0270588235294118,0.0166666666666667,0,0,0,0.288235294117647,0.691666666666667,0,0,0,0.263529411764706,0.468333333333333,0,0,0,78.5235294117647,174.183333333333,0,0,0,17,6,12,18,12
"GrahamDB-selac-819329e/R/selac.R#3524#""Matrix::norm"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.0147058823529412,0.0333333333333333,0,0,0,0.0147058823529412,0.0216666666666667,0,0,0,0.170588235294118,0.316666666666667,0,0,0,0.168235294117647,0.205,0,0,0,41.4647058823529,57.1666666666667,0,0,0,17,6,12,18,12
"""as.vector"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.976470588235294,1.5,0,0,0,0.906470588235294,0.991666666666667,0,0,0,0.979411764705882,1.5,0,0,0,0.909411764705882,0.991666666666667,0,0,0,157.876470588235,307,0,0,0,17,6,12,18,12
"""anyStrings"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.0323529411764706,0.0583333333333333,0,0,0,0.0288235294117647,0.0383333333333333,0,0,0,0.411764705882353,1.275,0,0,0,0.369411764705882,0.845,0,0,0,110.941176470588,201.433333333333,0,0,0,17,6,12,18,12
"""is"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.432352941176471,0.691666666666667,0,0,0,0.397058823529412,0.456666666666667,0,0,0,0.9,1.325,0,0,0,0.825882352941177,0.875,0,0,0,188.923529411765,283.55,0,0,0,17,6,12,18,12
"""callGeneric"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.144117647058824,0.125,0,0,0,0.127647058823529,0.0833333333333333,0,0,0,0.744117647058824,1.19166666666667,0,0,0,0.675294117647059,0.791666666666667,0,0,0,147.905882352941,285.066666666667,0,0,0,17,6,12,18,12
"""Matrix::norm"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.00882352941176471,0.0166666666666667,0.00833333333333333,0.0166666666666667,0,0.00882352941176471,0.01,0.00166666666666667,0.00333333333333333,0,0.15,0.583333333333333,0.0333333333333333,0.0527777777777778,0,0.142352941176471,0.378333333333333,0.005,0.00777777777777778,0,32.5882352941176,109.4,8.26666666666667,12.8277777777778,0,17,6,12,18,12
"""validityMethod"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.0676470588235294,0.0833333333333333,0,0,0,0.06,0.055,0,0,0,0.7,1.03333333333333,0,0,0,0.629411764705882,0.688333333333333,0,0,0,137.547058823529,162.383333333333,0,0,0,17,6,12,18,12
"""getClass"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.208823529411765,0.408333333333333,0,0,0,0.190588235294118,0.271666666666667,0,0,0,0.667647058823529,1.23333333333333,0,0,0,0.617058823529412,0.815,0,0,0,111.058823529412,215.85,0,0,0,17,6,12,18,12
"""<GC>"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.941176470588235,1.44166666666667,0.95,1.025,0.358333333333333,0.862941176470588,0.951666666666667,0.1375,0.147777777777778,0.0541666666666667,0.941176470588235,1.44166666666667,0.95,1.025,0.358333333333333,0.862941176470588,0.951666666666667,0.1375,0.147777777777778,0.0541666666666667,499.811764705882,852.4,277.258333333333,307.627777777778,111.141666666667,17,6,12,18,12
""".requirePackage"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.479411764705882,0.625,0,0,0,0.441764705882353,0.416666666666667,0,0,0,0.702941176470588,0.958333333333333,0,0,0,0.647058823529412,0.636666666666667,0,0,0,131.011764705882,134.8,0,0,0,17,6,12,18,12
"GrahamDB-selac-2a88b49/R/selac.R#3782#""sum"".ecoliFASTHMMTEST_selac_UNREST_lognormal",1.17647058823529,0,0,0,0,1.07235294117647,0,0,0,0,1.17647058823529,0,0,0,0,1.07235294117647,0,0,0,0,251.076470588235,0,0,0,0,17,6,12,18,12
"GrahamDB-selac-2a88b49/R/selac.R#3809#""internal_expm"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.176470588235294,0,0,0,0,0.158823529411765,0,0,0,0,0.988235294117647,0,0,0,0,0.895294117647059,0,0,0,0,208.264705882353,0,0,0,0,17,6,12,18,12
""".local"".ecoliFASTHMMTEST_selac_UNREST_lognormal",0.00294117647058824,0.00833333333333333,0,0,0,0.00235294117647059,0.005,0,0,0,0.0558823529411765,0.291666666666667,0,0,0,0.05,0.19,0,0,0,11.8117647058824,66.5833333333333,0,0,0,17,6,12,18,12
"<expr>#1042#""lSAC.c4mc.full"".ecoliHMMEVAL50_selac_UNREST_none",0.0441176470588235,0.0416666666666667,0.0458333333333333,0.0375,0.0142857142857143,0.0429411764705882,0.0266666666666667,0.00916666666666667,0.0075,0.00285714285714286,94.7588235294118,124.958333333333,628.191666666667,508.020833333333,204.119047619048,88.2352941176471,83.3333333333333,91.6666666666667,75,28.5714285714286,18716.6352941176,21567.1833333333,145203.016666667,117474.983333333,832.97619047619,17,6,12,12,42
"GrahamDB-selac-2a6c393/R/selac.R#1212#""GetLikelihoodSAC_CodonForSingleCharGivenOptimumHMMScoring"".ecoliHMMEVAL50_selac_UNREST_none",0,0.0583333333333333,0.0791666666666667,0.1125,0,0,0.0366666666666667,0.0116666666666667,0.0175,0,0,150.475,400.941666666667,676.1125,0,0,99.5683333333333,58.2875,99.9191666666667,0,0,25685.4333333333,92755.0916666667,156325.791666667,0,17,6,12,12,42
"""FUN"".ecoliHMMEVAL50_selac_UNREST_none",0.0117647058823529,0.00833333333333333,0,0.00833333333333333,0.0583333333333333,0.0111764705882353,0.005,0,0.00166666666666667,0.00833333333333333,19.0264705882353,24.7166666666667,0,122.6625,519.752380952381,17.5411764705882,16.5933333333333,0,16.6541666666667,71.3702380952381,3721.04705882353,4278.58333333333,0,28359.3166666667,1978.83333333333,17,6,12,12,42
"GrahamDB-selac-ca13013/R/selac.R#1111#""TreeTraversalODE"".ecoliHMMEVAL50_selac_UNREST_none",0,0,0,0,0.203571428571429,0,0,0,0,0.0283333333333333,0,0,0,0,714.261904761905,0,0,0,0,97.5385714285714,0,0,0,0,2715.15952380952,17,6,12,12,42
"deSolve/R/ode.R#22#""rk"".ecoliHMMEVAL50_selac_UNREST_none",0,0,0,0,0.15952380952381,0,0,0,0,0.0214285714285714,0,0,0,0,713.279761904762,0,0,0,0,97.4459523809524,0,0,0,0,2705.20476190476,17,6,12,12,42
"deSolve/R/rk.R#210#"".Call"".ecoliHMMEVAL50_selac_UNREST_none",0,0,0,0,728.052380952381,0,0,0,0,99.5121428571429,0,0,0,0,728.159523809524,0,0,0,0,99.5271428571429,0,0,0,0,2720.5880952381,17,6,12,12,42
"GrahamDB-selac-ca13013/R/selac.R#3468#""ode"".ecoliHMMEVAL50_selac_UNREST_none",0,0,0,0,0.0380952380952381,0,0,0,0,0.00571428571428571,0,0,0,0,405.701190476191,0,0,0,0,54.6921428571429,0,0,0,0,1532.72619047619,17,6,12,12,42
"""lapply"".ecoliHMMEVAL50_selac_UNREST_none",0.0117647058823529,0,0,0.00833333333333333,0.0357142857142857,0.0117647058823529,0,0,0.00166666666666667,0.005,0.0676470588235294,0,0,0.0125,335.844047619048,0.0652941176470588,0,0,0.00166666666666667,45.2021428571429,15.4,0,0,0.833333333333333,1284.20714285714,17,6,12,12,42
"GrahamDB-selac-4ea4356/R/selac.R#3574#""as.vector"".ecoliHMMEVAL50_selac_UNREST_none",1.01176470588235,2.23333333333333,2.9,0,0,0.941176470588235,1.48666666666667,0.424166666666667,0,0,15.5558823529412,32.1833333333333,569.929166666667,0,0,14.4947058823529,21.3066666666667,83.44,0,0,2652.44117647059,5225.53333333333,131802.825,0,0,17,6,12,12,42
"GrahamDB-selac-4ea4356/R/selac.R#3574#""%*%"".ecoliHMMEVAL50_selac_UNREST_none",0.0764705882352941,0.15,566.191666666667,0,0,0.0729411764705882,0.101666666666667,82.8925,0,0,10.5647058823529,28.3083333333333,566.4125,0,0,9.85588235294118,18.7266666666667,82.9241666666667,0,0,1785.8,4457.93333333333,130977.108333333,0,0,17,6,12,12,42
"expm/R/expm_vec.R#78#""as.vector"".ecoliHMMEVAL50_selac_UNREST_none",0,0,0,3.04583333333333,0,0,0,0,0.449166666666667,0,0,0,0,564.483333333333,0,0,0,0,83.4158333333333,0,0,0,0,130718.3,0,17,6,12,12,42
"expm/R/expm_vec.R#78#""%*%"".ecoliHMMEVAL50_selac_UNREST_none",0,0,0,560.595833333333,0,0,0,0,82.8408333333333,0,0,0,0,560.795833333333,0,0,0,0,82.8691666666667,0,0,0,0,129873.9,0,17,6,12,12,42
"GrahamDB-selac-e94b31e/R/selac.R#1444#""GetLikelihoodSAC_CodonForManyCharVaryingBySiteEvolvingAA"".ecoliHMMEVAL50_selac_UNREST_none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,12,12,42
"GrahamDB-selac-4ea4356/R/selac.R#1120#""internal_expAtv"".ecoliHMMEVAL50_selac_UNREST_none",0,33.275,32.9958333333333,0,0,0,22.015,4.82333333333333,0,0,0,64.8333333333333,348.404166666667,0,0,0,42.8983333333333,50.9975,0,0,0,10311.8833333333,80471.2083333333,0,0,17,6,12,12,42
"GrahamDB-selac-86cc7e9/R/selac.R#1120#""expm::expAtv"".ecoliHMMEVAL50_selac_UNREST_none",0,0,0,32.7208333333333,0,0,0,0,4.83666666666667,0,0,0,0,345.295833333333,0,0,0,0,51.0133333333333,0,0,0,0,79832.5083333333,0,17,6,12,12,42
"GrahamDB-selac-4ea4356/R/selac.R#1123#""internal_expAtv"".ecoliHMMEVAL50_selac_UNREST_none",0,31.4916666666667,32.425,0,0,0,20.8483333333333,4.7425,0,0,0,62.1833333333333,334.041666666667,0,0,0,41.14,48.9033333333333,0,0,0,12415.6833333333,77262.5666666667,0,0,17,6,12,12,42
"GrahamDB-selac-86cc7e9/R/selac.R#1123#""expm::expAtv"".ecoliHMMEVAL50_selac_UNREST_none",0,0,0,31.4791666666667,0,0,0,0,4.6575,0,0,0,0,330.591666666667,0,0,0,0,48.8716666666667,0,0,0,0,76437.3416666667,0,17,6,12,12,42
"<expr>#760#""lSAC.c4mc.full"".ecoliHMMEVAL50_selac_UNREST_none",0,0,0,0,0.0238095238095238,0,0,0,0,0.00476190476190476,0,0,0,0,356.620238095238,0,0,0,0,47.6190476190476,0,0,0,0,1447.11904761905,17,6,12,12,42
"""doTryCatch"".ecoliHMMEVAL50_selac_UNREST_none",0.0735294117647059,0.108333333333333,0,0,0.00357142857142857,0.07,0.0733333333333333,0,0,0.000714285714285714,88.1441176470588,151.125,0,0,52.3964285714286,82.3529411764706,100,0,0,7.14285714285714,17404.4235294118,25880.1166666667,0,0,214.747619047619,17,6,12,12,42
"""tryCatch"".ecoliHMMEVAL50_selac_UNREST_none",0.0470588235294118,0.05,0,0,0.00357142857142857,0.0435294117647059,0.0333333333333333,0,0,0.000714285714285714,70.2617647058824,101.025,0,0,49.8428571428571,64.7058823529412,66.6666666666667,0,0,7.14285714285714,13883.6764705882,17208.6666666667,0,0,200.302380952381,17,6,12,12,42
"""tryCatchList"".ecoliHMMEVAL50_selac_UNREST_none",0.0176470588235294,0.0166666666666667,0,0,0,0.0170588235294118,0.01,0,0,0,38.1970588235294,50.9916666666667,0,0,0,35.2941176470588,33.3333333333333,0,0,0,7539.23529411765,8624.36666666667,0,0,0,17,6,12,12,42
"<expr>#986#""lSAC.c4mc.full"".ecoliHMMEVAL50_selac_UNREST_none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,12,12,42
"""tryCatchOne"".ecoliHMMEVAL50_selac_UNREST_none",0.0147058823529412,0.0416666666666667,0,0,0,0.0147058823529412,0.0266666666666667,0,0,0,25.5117647058824,77.775,0,0,0,23.5294117647059,50,0,0,0,5069.71176470588,13335.5,0,0,0,17,6,12,12,42
"GrahamDB-selac-2a88b49/R/selac.R#1250#""GetLikelihoodSAC_CodonForSingleCharGivenOptimumHMMScoring"".ecoliHMMEVAL50_selac_UNREST_none",0.0117647058823529,0,0,0,0,0.0117647058823529,0,0,0,0,19.45,0,0,0,0,18.5676470588235,0,0,0,0,3461.91176470588,0,0,0,0,17,6,12,12,42
"GrahamDB-selac-2a88b49/R/selac.R#1122#""internal_expAtv"".ecoliHMMEVAL50_selac_UNREST_none",31.6852941176471,0,0,0,0,29.5341176470588,0,0,0,0,63.5823529411765,0,0,0,0,59.2352941176471,0,0,0,0,11448.3470588235,0,0,0,0,17,6,12,12,42
"GrahamDB-selac-e94b31e/R/selac.R#1454#""GetLikelihoodSAC_CodonForManyCharVaryingBySiteEvolvingAA"".ecoliHMMEVAL50_selac_UNREST_none",0.00294117647058824,0.0166666666666667,0.0125,0,0.00476190476190476,0.00294117647058824,0.0116666666666667,0.0025,0,0.000952380952380952,6.38529411764706,46.9666666666667,170.304166666667,0,63.5797619047619,5.86058823529412,33.2383333333333,24.985,0,9.51809523809524,1237.62352941176,8106.68333333333,39394.5333333333,0,253.561904761905,17,6,12,12,42
""".Call"".ecoliHMMEVAL50_selac_UNREST_none",16.8470588235294,26.7166666666667,0,0,0,15.7023529411765,17.6633333333333,0,0,0,19.1294117647059,29.8833333333333,0,0,0,17.8323529411765,19.76,0,0,0,3707.95882352941,4671.58333333333,0,0,0,17,6,12,12,42
"""%*%"".ecoliHMMEVAL50_selac_UNREST_none",0.4,0.575,0,0.104166666666667,0,0.372941176470588,0.378333333333333,0,0.0166666666666667,0,18.9441176470588,29.1666666666667,0,0.104166666666667,0,17.6570588235294,19.2966666666667,0,0.0166666666666667,0,3708.94705882353,4586.21666666667,0,23.7833333333333,0,17,6,12,12,42
"""replCmat4"".ecoliHMMEVAL50_selac_UNREST_none",20.1470588235294,21.5416666666667,0,0,0,18.7511764705882,14.2616666666667,0,0,0,21.0911764705882,22.5916666666667,0,0,0,19.6294117647059,14.9583333333333,0,0,0,3567.8,2735.68333333333,0,0,0,17,6,12,12,42
"GrahamDB-selac-2a88b49/R/selac.R#1225#""exp_A_tvec_codon"".ecoliHMMEVAL50_selac_UNREST_none",11.4147058823529,0,0,0,0,10.6447058823529,0,0,0,0,21.4823529411765,0,0,0,0,20.0229411764706,0,0,0,0,5830.05294117647,0,0,0,0,17,6,12,12,42
"GrahamDB-selac-4ea4356/R/selac.R#3591#""%*%"".ecoliHMMEVAL50_selac_UNREST_none",0,0,19.0375,0,0,0,0,2.79166666666667,0,0,0,0,19.0416666666667,0,0,0,0,2.7925,0,0,0,0,4628.34166666667,0,0,17,6,12,12,42
"expm/R/expm_vec.R#95#""%*%"".ecoliHMMEVAL50_selac_UNREST_none",0,0,0,19.275,0,0,0,0,2.845,0,0,0,0,19.275,0,0,0,0,2.845,0,0,0,0,4710.825,0,17,6,12,12,42
"""[<-"".ecoliHMMEVAL50_selac_UNREST_none",0.00294117647058824,0.00833333333333333,0,0,0,0.00294117647058824,0.005,0,0,0,1.29411764705882,3.65833333333333,0,0,0,1.18,2.45666666666667,0,0,0,231.294117647059,421.7,0,0,0,17,6,12,12,42
"GrahamDB-selac-2a6c393/R/selac.R#1127#""[<-"".ecoliHMMEVAL50_selac_UNREST_none",0,0.00833333333333333,0,0,0,0,0.005,0,0,0,0,3.66666666666667,0,0,0,0,2.46166666666667,0,0,0,0,423.216666666667,0,0,0,17,6,12,12,42
"GrahamDB-selac-2a88b49/R/selac.R#1126#""[<-"".ecoliHMMEVAL50_selac_UNREST_none",0.0117647058823529,0,0,0,0,0.0111764705882353,0,0,0,0,2.35882352941176,0,0,0,0,2.23411764705882,0,0,0,0,397.423529411765,0,0,0,0,17,6,12,12,42
"GrahamDB-selac-4ea4356/R/selac.R#3576#""sum"".ecoliHMMEVAL50_selac_UNREST_none",2.88529411764706,5.775,5.99166666666667,0,0,2.68705882352941,3.82333333333333,0.876666666666667,0,0,2.88529411764706,5.775,6,0,0,2.68705882352941,3.82333333333333,0.878333333333333,0,0,522.188235294118,888.733333333333,1346.76666666667,0,0,17,6,12,12,42
"expm/R/expm_vec.R#80#""sum"".ecoliHMMEVAL50_selac_UNREST_none",0,0,0,5.79166666666667,0,0,0,0,0.856666666666667,0,0,0,0,5.79166666666667,0,0,0,0,0.856666666666667,0,0,0,0,1267.35833333333,0,17,6,12,12,42
"GrahamDB-selac-4ea4356/R/selac.R#3599#""internal_expm"".ecoliHMMEVAL50_selac_UNREST_none",0,0,0.8125,0,0,0,0,0.119166666666667,0,0,0,0,6.11666666666667,0,0,0,0,0.894166666666667,0,0,0,0,1486.45,0,0,17,6,12,12,42
"""new"".ecoliHMMEVAL50_selac_UNREST_none",0.0235294117647059,0.0583333333333333,0,0,0,0.0229411764705882,0.0383333333333333,0,0,0,1.47058823529412,5.65833333333333,0,0,0,1.42647058823529,3.75,0,0,0,309.835294117647,819.05,0,0,0,17,6,12,12,42
"""initialize"".ecoliHMMEVAL50_selac_UNREST_none",0.120588235294118,0.225,0,0,0,0.114117647058824,0.146666666666667,0,0,0,3.52647058823529,5.59166666666667,0,0,0,3.29176470588235,3.70333333333333,0,0,0,706.994117647059,808.833333333333,0,0,0,17,6,12,12,42
"""*"".ecoliHMMEVAL50_selac_UNREST_none",0.0676470588235294,0.0583333333333333,0,0,0,0.0623529411764706,0.0383333333333333,0,0,0,2.40294117647059,4.19166666666667,0,0,0,2.21352941176471,2.83166666666667,0,0,0,466.252941176471,591.183333333333,0,0,0,17,6,12,12,42
"GrahamDB-selac-2a88b49/R/selac.R#3780#""as.vector"".ecoliHMMEVAL50_selac_UNREST_none",0.3,0,0,0,0,0.279411764705882,0,0,0,0,5.37941176470588,0,0,0,0,5.00823529411765,0,0,0,0,1452.81176470588,0,0,0,0,17,6,12,12,42
"GrahamDB-selac-f09bcd7/R/selac.R#3597#""internal_expm"".ecoliHMMEVAL50_selac_UNREST_none",0.308823529411765,0.683333333333333,0,0,0,0.286470588235294,0.45,0,0,0,2.37058823529412,5.04166666666667,0,0,0,2.2,3.32833333333333,0,0,0,397.082352941176,807,0,0,0,17,6,12,12,42
"""callNextMethod"".ecoliHMMEVAL50_selac_UNREST_none",0.226470588235294,0.3,0,0,0,0.21,0.205,0,0,0,3.29705882352941,4.90833333333333,0,0,0,3.07117647058824,3.25333333333333,0,0,0,663.235294117647,720.616666666667,0,0,0,17,6,12,12,42
"GrahamDB-selac-4ea4356/R/selac.R#3592#""*"".ecoliHMMEVAL50_selac_UNREST_none",0.0147058823529412,0.025,0,0,0,0.0129411764705882,0.0166666666666667,0,0,0,0.864705882352941,2.55833333333333,0,0,0,0.77,1.705,0,0,0,154.1,338.333333333333,0,0,0,17,6,12,12,42
"GrahamDB-selac-4ea4356/R/selac.R#3576#""<GC>"".ecoliHMMEVAL50_selac_UNREST_none",2.52058823529412,3.88333333333333,4.29166666666667,0,0,2.34764705882353,2.565,0.6275,0,0,2.52058823529412,3.88333333333333,4.29166666666667,0,0,2.34764705882353,2.565,0.6275,0,0,782.829411764706,1990.5,944.225,0,0,17,6,12,12,42
"GrahamDB-selac-4ea4356/R/selac.R#3577#""<GC>"".ecoliHMMEVAL50_selac_UNREST_none",2.71470588235294,3.61666666666667,4.24583333333333,0,0,2.52529411764706,2.39833333333333,0.62,0,0,2.71470588235294,3.61666666666667,4.24583333333333,0,0,2.52529411764706,2.39833333333333,0.62,0,0,832.229411764706,2061.06666666667,914.35,0,0,17,6,12,12,42
"GrahamDB-selac-2a88b49/R/selac.R#3780#""%*%"".ecoliHMMEVAL50_selac_UNREST_none",0.0176470588235294,0,0,0,0,0.0170588235294118,0,0,0,0,1.73235294117647,0,0,0,0,1.59764705882353,0,0,0,0,460.017647058824,0,0,0,0,17,6,12,12,42
""".nextMethod"".ecoliHMMEVAL50_selac_UNREST_none",0.191176470588235,0.291666666666667,0,0,0,0.178235294117647,0.191666666666667,0,0,0,2.53823529411765,3.96666666666667,0,0,0,2.36764705882353,2.63,0,0,0,515.535294117647,558.8,0,0,0,17,6,12,12,42
"""validObject"".ecoliHMMEVAL50_selac_UNREST_none",0.311764705882353,0.483333333333333,0,0,0,0.291764705882353,0.318333333333333,0,0,0,2.14411764705882,3.15833333333333,0,0,0,1.99647058823529,2.095,0,0,0,440.158823529412,452.016666666667,0,0,0,17,6,12,12,42
"GrahamDB-selac-4ea4356/R/selac.R#3632#""as.vector"".ecoliHMMEVAL50_selac_UNREST_none",0.638235294117647,1.03333333333333,1.525,0,0,0.593529411764706,0.681666666666667,0.224166666666667,0,0,0.876470588235294,1.73333333333333,2.15,0,0,0.815882352941177,1.145,0.314166666666667,0,0,178.005882352941,369.15,544.408333333333,0,0,17,6,12,12,42
"""as"".ecoliHMMEVAL50_selac_UNREST_none",0.105882352941176,0.133333333333333,0,0,0,0.101176470588235,0.0883333333333333,0,0,0,1.31470588235294,2.08333333333333,0,0,0,1.22647058823529,1.37666666666667,0,0,0,272.623529411765,333.05,0,0,0,17,6,12,12,42
